name,detail_url,age,abv,rating,votes,image_url,image_alt,name_zusatz
Rittenhouse,https://www.whisky.com/whisky-database/details/rittenhouse-rye-100-proof.html,4 Years,50 % vol,4.0,119,./Bottle Search - Whisky.com_files/csm_0_1c300a_rittenh50_aw_76d63afd07.jpg,Rittenhouse Rye 100 Proof,Rye 100 Proof
Bowmore,https://www.whisky.com/whisky-database/details/bowmore-black-rock.html,,40 % vol,3.3,119,./Bottle Search - Whisky.com_files/csm_0_642718_bowmo00br_aw_4116ab1f13.jpg,Bowmore Black Rock,Black Rock
Lagavulin,https://www.whisky.com/whisky-database/details/lagavulin-distillers-edition-31.html,,43 % vol,4.7,118,./Bottle Search - Whisky.com_files/csm_1670008521_image_LAGAV0022_1_67a338b877.jpg,Lagavulin Distillers Edition,Distillers Edition
Glenallachie,https://www.whisky.com/whisky-database/details/glenallachie-95.html,8 Years,46 % vol,4.2,118,./Bottle Search - Whisky.com_files/csm_1651047320_image_GALLA0802_1_daf02218e9.jpg,Glenallachie,
Glenallachie,https://www.whisky.com/whisky-database/details/miniatur-glenallachie.html,8 Years,46 % vol,4.2,118,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQEASABIAAD/2wBDAA0JCgsKCA0LCgsODg0PEyAVExISEyccHhcgLikxMC4pLSwzOko+MzZGNywtQFdBRkxOUlNSMj5aYVpQYEpRUk//2wBDAQ4ODhMREyYVFSZPNS01T09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT0//wAARCAC7AHgDASIAAhEBAxEB/8QAGgABAAMBAQEAAAAAAAAAAAAAAAMEBQIBB//EADIQAQABAwMBBAgGAwEAAAAAAAABAgMRBBIhExQxQZEFFSIyM1FhgSNScbHR8CRCcpL/xAAZAQEBAQEBAQAAAAAAAAAAAAAAAgMBBAX/xAAoEQEAAgECAwgDAQAAAAAAAAAAAQIRAxIEITEiM0FRcZGh0TJhweH/2gAMAwEAAhEDEQA/APpwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAra/Vdj0/WmjdGYjE1Y7/qqetZ7TFnpxmZxjfGfLvRbUrWcTKorM9GoKvo/Wdts1XOnFGKppxu3LSomJjMJmMADoAAAAAAAAAAo+l7F7UaPZY5q3xM8xHDN7Dq/WMX501eyJzjdGP3bWrqrp09XSqppr7qZqpzEfrGY/dU6ms7Xt6ml2d3w6s483k1raUX7U8+TWm7HJ76G0t7S6aui/GJqrmqIznENBDpJrnT09WuK6/GqmnbHlmUz0aWNkbeiLZzzAFpAAAAAAAAAR6icWp+vCL22Vm3k7EZnCtqb9NU4j3YnzVouVboqjOcldVce7snnumccOd92Ixsomf8AuIfH1tHVvfdM/E/T1UxELemvRTOP9ap8pXWTTXVNURtjE9/tx8/k0rE5tR9OHt4SbU7Fufv/AFjqRHVIA9zIAAAAAAAARan4X3SodV8L7seI7q3oqvWFTp0RY6929atUZxM10xiOcRzMuuhbiZ/Hs8TifZj+Xn4N3SzptRYm7RNWZpxExPtZjxQervRWYn1XRG3iI2REeWXcQ0rtxzmfZYqsxTam7Rct1xE49mn64nnK1p/cmPqqx0bOkp02n082bcTG2mIiIjnPzW7PdJERvif0iyQBqgAAAAAAAARan4f3SotT8P7seI7q3oqvVn126LsYuURVET4o+x6Xn/HtcxifZ74/sQ7uXNm3btrma9tdOds00/PnifDh1vo/PR/6gW8t2rdrMW6KaImczEeMtK1HE/3wZM3rnaqbdFiKrc7c3erTx359nv4482ta92Xa/kmzsBqgAAAAAAAAQ6ri190zi7bpu0ba6YqjOcT3M9Ws3pNY8Xazicsu5TMzNVF6YqzHE1zt8nEW7uI/Gpnj89X8NXZPjTT5venPhEebCK63jMe0/a90eTNt0zmnfczVEziIrnH3y0tPVFdvMZxnxiY/c21d22Mfq7pjEYa0raJzafj/AGUzOXoDZIAAAAAAAAAAAAAAAAAAAD//2Q==",Glenallachie,
Tomatin,https://www.whisky.com/whisky-database/details/tomatin-3.html,18 Years,46 % vol,4.0,117,./Bottle Search - Whisky.com_files/csm_0_c7a915_tomat1800_aw_58ebdaadb4.jpg,Tomatin,
Tomatin,https://www.whisky.com/whisky-database/details/tomatin-miniatur-2.html,18 Years,46 % vol,4.0,117,./Bottle Search - Whisky.com_files/csm_0_223d36_Tomatin-18-Jahre-0-05l-46-.8344a_7e5d71a833.jpg,Tomatin Miniatur,Miniatur
Glenfiddich,https://www.whisky.com/whisky-database/details/glenfiddich-fire-cane-43-07l.html,,43 % vol,3.9,117,./Bottle Search - Whisky.com_files/csm_image_GFIDD0FC0_1_4cecf36b30.jpg,Glenfiddich Fire & Cane,Fire & Cane
Glenfiddich,https://www.whisky.com/whisky-database/details/miniatur-glenfiddich-fire-cane.html,,43 % vol,3.9,117,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQEASABIAAD/2wBDAA0JCgsKCA0LCgsODg0PEyAVExISEyccHhcgLikxMC4pLSwzOko+MzZGNywtQFdBRkxOUlNSMj5aYVpQYEpRUk//2wBDAQ4ODhMREyYVFSZPNS01T09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT0//wAARCAC7AHgDASIAAhEBAxEB/8QAGgABAAMBAQEAAAAAAAAAAAAAAAMEBQIBB//EADIQAQABAwMBBAgGAwEAAAAAAAABAgMRBBIhExQxQZEFFSIyM1FhgSNScbHR8CRCcpL/xAAZAQEBAQEBAQAAAAAAAAAAAAAAAgMBBAX/xAAoEQEAAgECAwgDAQAAAAAAAAAAAQIRAxIEITEiM0FRcZGh0TJhweH/2gAMAwEAAhEDEQA/APpwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAra/Vdj0/WmjdGYjE1Y7/qqetZ7TFnpxmZxjfGfLvRbUrWcTKorM9GoKvo/Wdts1XOnFGKppxu3LSomJjMJmMADoAAAAAAAAAAo+l7F7UaPZY5q3xM8xHDN7Dq/WMX501eyJzjdGP3bWrqrp09XSqppr7qZqpzEfrGY/dU6ms7Xt6ml2d3w6s483k1raUX7U8+TWm7HJ76G0t7S6aui/GJqrmqIznENBDpJrnT09WuK6/GqmnbHlmUz0aWNkbeiLZzzAFpAAAAAAAAAR6icWp+vCL22Vm3k7EZnCtqb9NU4j3YnzVouVboqjOcldVce7snnumccOd92Ixsomf8AuIfH1tHVvfdM/E/T1UxELemvRTOP9ap8pXWTTXVNURtjE9/tx8/k0rE5tR9OHt4SbU7Fufv/AFjqRHVIA9zIAAAAAAAARan4X3SodV8L7seI7q3oqvWFTp0RY6929atUZxM10xiOcRzMuuhbiZ/Hs8TifZj+Xn4N3SzptRYm7RNWZpxExPtZjxQervRWYn1XRG3iI2REeWXcQ0rtxzmfZYqsxTam7Rct1xE49mn64nnK1p/cmPqqx0bOkp02n082bcTG2mIiIjnPzW7PdJERvif0iyQBqgAAAAAAAARan4f3SotT8P7seI7q3oqvVn126LsYuURVET4o+x6Xn/HtcxifZ74/sQ7uXNm3btrma9tdOds00/PnifDh1vo/PR/6gW8t2rdrMW6KaImczEeMtK1HE/3wZM3rnaqbdFiKrc7c3erTx359nv4482ta92Xa/kmzsBqgAAAAAAAAQ6ri190zi7bpu0ba6YqjOcT3M9Ws3pNY8Xazicsu5TMzNVF6YqzHE1zt8nEW7uI/Gpnj89X8NXZPjTT5venPhEebCK63jMe0/a90eTNt0zmnfczVEziIrnH3y0tPVFdvMZxnxiY/c21d22Mfq7pjEYa0raJzafj/AGUzOXoDZIAAAAAAAAAAAAAAAAAAAD//2Q==",Glenfiddich Fire & Cane,Fire & Cane
Ballantine's,https://www.whisky.com/whisky-database/details/ballantines-finest.html,,40 % vol,1.8,117,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQEAYABgAAD/2wBDAA0JCgsKCA0LCgsODg0PEyAVExISEyccHhcgLikxMC4pLSwzOko+MzZGNywtQFdBRkxOUlNSMj5aYVpQYEpRUk//2wBDAQ4ODhMREyYVFSZPNS01T09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT0//wAARCAB4AHgDASIAAhEBAxEB/8QAGwAAAgIDAQAAAAAAAAAAAAAAAAIBBQQGBwP/xABAEAABAwIEBAIIAQcNAAAAAAABAAIDBBEFEiExBhNBUSKBBxQjYXGRodEyFkJDRFOxwRcmM2JjcnODk7Kz4fD/xAAYAQEBAQEBAAAAAAAAAAAAAAAAAQIDBP/EACARAQEAAgICAgMAAAAAAAAAAAABAhEDMQQhEkETFFH/2gAMAwEAAhEDEQA/AOnIQhAj9wlTP3CVQMEyUKUV51Uj4qSaWMNL2Mc5odsSAtfpsRxebK574G3/ADRGP4vBV3igLsKq2g2JheL+S1XDooorkObzDe7nStub+a552y+lkjacOmqpWP8AW2sDmkWLARcfM/vWYq3Bmua2XM5pvb8Ow3Vkt49JQhCFUCFA3UqgQhCAQhCBH7hKmfuEqgYKVAXnU1MFJC6aqmZDE3dz3WCKxccqWUuDVkroJZ8sR9lC3M919NB5/JcUpOJMWzRh1dWeJ+UiBrRcW6C2pudl06q4wpIJg9tBXmkOvrQZla74ZrZvIp34nwxiIjmkrqIljzKxznuhe1x/O6EHTfdY+Urp+POe9Kz0ZcRSYlDWU2IzukrIiJM7w0Dl6C2nY337hb6CCLgggrVsOq+FqF8jMMdQiS1n+rxl8jwddwC53ldXGG4nRVT3U9PP42fopGOjeB/dcAbeSsynTNwynuxZKEIWmAN1KgbqVQIQhAIQhAj9wlTP3CVQSFyXiitqcY4gqorSyR08jo44mAkNDTYmw9/VdbC5xhL2wcVcSOcSGskcfCLnWXYDqSSNFy5Zuaerxc5hcs9b1GruwyukkLnUdW89zC8n6hLNhmI5/Dh1baw/V3fZdBra2akj8QZzyx0jYAS42b3N9ySGiw1JsL2JT19Wykkja8SvklOVjGauJ279yB8T8VzmGq9F8/KzXxc7bhWIOHiw6rPxp3fZZQpcUYGPNPXtEOrXGOT2fW4PRdCMjYYi+WTKwEDMSdybD6kLIgeC+N3MBa62U5tHX2t3upePf2fv3WrjGVwxiEmJ4BS1Uzg6VwLXuA/EWki/na6tFr3AQ/mfQnuZCf8AUcthXpx6jw8sk5MpP6G7pkrd0y05hCEIBCEIEfuEqZ+4SqBlzbDCH8acRxtZnIku5ubL+kB0PQ3sukBaJHSxUvHeJvhBHrNNzJATcZhLa4+Sxm3hlZuQ81HUxv5r6qCGWWdjuZcnUAhkTNLi13nMdz010w30sofzHYpAZBG8teZX5g1pcHEEi4td221ytkG47g3HuKosTxcxOmhp2wxuju321gCcxBP/AFuQb6LG6skrzNPKNZcWpXuiyze0e48vpmta4GtveDvc3VlSYfWsnhbLV+sRNkaS2RxNwCDsRvp5dOqfDa1lbHIGx2DNLlos4Em2nTa9vgrKD+mb7yrupZHj6P3h/BeHubex5u/+I5bEqTguCOm4Rw2KK+URl2vcuJP1JV2uk69JnbcraG7pkrd0y0yEIQgEIQgR+4Spn7hKoJC0t4d+WtTmIuaR/wAudotzWm1DmHjWpMbg/LRvDg3UgiQG3x1HzWOTqN4LIODXtzX1Omh1Wm4hzWPZI6QM5WZ1RE5wIcHODso0JBF7E7+G91tl2F2Y0khcTe/KF7/NeD6Sm5hcKI+IlxHIbudD5/dYWa+2HgJtI97bhnJDHtcbljg4EbdDmIt/V6K+gIMjCNr9rLCp6eGJrnNo3ZnWDiImgkf+H7ll07vatAhkYO5aAPoUKyeFNOF8Ov8AsQVbKp4Wc08MYaWuBHIaNO/VWq649Ri90zdymSM3KdaQIQhAIQhAkm4SqZdwlUVJ2K53T6elPHh0NMD/AMS6HfRc/Y0N9KuNEkeKjG/wiWculi+LnXINrA9Gvv8AReb7g2IO3aRe7mlzXNDiy+l27hUuLY5R4XUimklqJZQ0FzImt8AtpcnqRrZcm8cbldRbMvl2Pu8L/uveFxzE9gbeEjoe6wcLrKfEKQVNJUSvZctc14Acw9iFnAgNfrsx3+0qxLLLqp4IFuDsLH9j/Eq9VNwWy3CGFa/q7VdFnYru5hm5TpWggpkAhCEAlTJUBYX2QQCLHZCECcsa+Jy4/wAR43U4R6QsSq2QwykjkuZJexblb2O+gXYzsVwr0gXZxriYII8bT82NU1tZVj/KDUhtjhNJoLaSSfdUtZi0eJV09XIGwvleXuZckA26FUhKi6zcJXXj5rx3cbNhXFE2EMlio6aCcSOa5z5s3QW0AI7rOdxxisrHtZSYfCXtLc7WvJFxa4u46rTQ8jZe0M+Ui4PkpcNdNzkxzy3m7vwWSeEMMzWuIANPcSFdqk4LDhwjhmYWJgB8iSQrtdI897CkbKFI2REoQhAKLIQgLIshCAstC444FrMdxZuIYdPTNc6MMlZMS25F7EEA30NteyEINSd6NeIwdI6Z3wnH2UD0bcR/sacf54QhB6x+jHiF5s51Ez3umP8ABpWXSeivFjO31utoWQn8To3Pe4D3AtA+qEIOsQQR08EcELcscTQxjR0AFgE9kIQFlI0QhAIQhB//2Q==",Ballantine's Finest,Finest
Laphroaig,https://www.whisky.com/whisky-database/details/laphroaig-2.html,18 Years,48 % vol,4.6,116,./Bottle Search - Whisky.com_files/csm_0_9e3e80_laphr1800_aw_f8d4b70ed6.jpg,Laphroaig,
Ileach,https://www.whisky.com/whisky-database/details/ileach-cask-strength.html,,58 % vol,4.0,116,./Bottle Search - Whisky.com_files/csm_0_74b91a_ileaccask_bw_714be36a6c.jpg,Ileach Cask Strength,Cask Strength
Bushmills,https://www.whisky.com/whisky-database/details/bushmills-madeira-finish.html,21 Years,40 % vol,4.7,115,./Bottle Search - Whisky.com_files/csm_0_e5d148_bushm2100_aw_29ba9b2fbe.jpg,Bushmills Madeira Finish - Holzbox,Madeira Finish - Holzbox
Bushmills,https://www.whisky.com/whisky-database/details/miniatur-bushmills-madeira-finish.html,21 Years,40 % vol,4.7,115,./Bottle Search - Whisky.com_files/csm_1606994118_image_MINIBUS21_1_b9f2e4ceec.jpg,Bushmills Madeira Finish,Madeira Finish
Bushmills,https://www.whisky.com/whisky-database/details/bushmills-madeira-finish-1.html,21 Years,40 % vol,4.7,115,./Bottle Search - Whisky.com_files/csm_1618496117_image_BUSHM2102_1_aa3ca7446b.jpg,Bushmills Madeira Finish,Madeira Finish
Edradour,https://www.whisky.com/whisky-database/details/edradour-sahnelikoer.html,,17 % vol,4.4,115,./Bottle Search - Whisky.com_files/csm_0_ffb69f_edradliko_aw_bbbbb73a00.jpg,Edradour Cream Liqueur,Cream Liqueur
Glenlivet,https://www.whisky.com/whisky-database/details/glenlivet-43.html,18 Years,43 % vol,4.3,115,./Bottle Search - Whisky.com_files/csm_0_8268de_glive1800_aw_102301f8ac.jpg,Glenlivet,
Glenmorangie,https://www.whisky.com/whisky-database/details/glenmorangie-lasanta-neues-design-12y-43-07l.html,12 Years,43 % vol,4.3,113,./Bottle Search - Whisky.com_files/csm_1558365314_image_GMORA12L2_1_29f19a769e.jpg,Glenmorangie Lasanta - neues Design,Lasanta - neues Design
Glenmorangie,https://www.whisky.com/whisky-database/details/glenmorangie-lasanta-giraffe-12y-43-07l.html,12 Years,43 % vol,4.3,113,./Bottle Search - Whisky.com_files/csm_1602000915_image_GMORA12LGI_1_c560fe394a.jpg,Glenmorangie Lasanta Giraffe,Lasanta Giraffe
Arran,https://www.whisky.com/whisky-database/details/arran-sherry-cask-the-bodega-558-07l.html,,55.8 % vol,4.2,113,./Bottle Search - Whisky.com_files/csm_1574262913_image_ARRAN0SB0_1_94a07a750b.jpg,Arran Sherry Cask - The Bodega,Sherry Cask - The Bodega
Arran,https://www.whisky.com/whisky-database/details/miniatur-arran-sherry-cask-the-bodega.html,,55.8 % vol,4.2,113,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wBDAA0JCgsKCA0LCgsODg0PEyAVExISEyccHhcgLikxMC4pLSwzOko+MzZGNywtQFdBRkxOUlNSMj5aYVpQYEpRUk//2wBDAQ4ODhMREyYVFSZPNS01T09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT0//wAARCAC7AHgDAREAAhEBAxEB/8QAGwABAQADAQEBAAAAAAAAAAAAAAUDBAYBAgf/xAA3EAACAQMBBQUFBQkAAAAAAAAAAQIDBBESBQYTITEUIkFRYXGBobHRFSNCYpEyNFKCkqLBwtL/xAAZAQEAAwEBAAAAAAAAAAAAAAAAAQMEAgX/xAAwEQEAAQICBwYGAwEAAAAAAAAAAQIDERIEEyExMlHwUmFxkaGxBSIzQYHBFBUj0f/aAAwDAQACEQMRAD8A/TgAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAADm979pXuz+xK0vIW0KspKpNxi3yxjGp48yu5VMRsd0RE706hf7SqSTjta4muG3rVGlj6fEp1k473eWFjdTaF5tCyrzvZxm6dZwi8JPCS645F9uqZjarqjCV07cgAAAAAAAAAAAAczvjsqW0OyVuLShCi5J8SlxOb9MryOK6c33d01YJNLZd1S0uF3aNpY5WaWEV6nvTn7l7dLZ9Sws6+urTqRrVdcdENGOWHyyWUU5Yc1TivHbkAAAAAAAAAAAACZt+SjYxcpxhHiLMpNJLk/FkSmIxlFV3aKOrtlrjz7RD6hOE8l/YzT2fHTJSWXhp5yIc7m8SAAAAAAAAAAAAAQd6KsalCFtBxlNPXOPXCw0s/r4nnfELtMW8n3adGonNmch2WGvHAoY89EfoePnnnPnL0Xa7u1FC1dpUxGrBuSj/ABRfRrzR7mhVxq4onfHWLzL9M5s32WDaoAAAAAAAAAAABp7Uup2tt91ji1HphnzKb1VVNPy71lumJnbucxcUryqtEq9vCnnLjGb70vFt4zJ+08y5ol2dk1REePWLbRdtxtiJ8mD7OrvnxaH9b+hV/XV9qPN3/Jo5T5M9G2v6Kjoq0pRg9UY8R91/leOXy88l9Gh36I2VRs7/AG68VdV+1VvifJ0uyL77QsVWa70ZOMuWMteJ6GjXdbbipkvW9XXlbxeqAAAAAAAAAACBvMlx9nTcW3Gthd7ksuK6eLw2vTLM96Ymaae/2mFtrdMteVLL56OTbXc9faWTRTO+CKp5vOBH8vL8r+pzqqOSc9XN7GlGLTyu6nz0+31Ji3RG3DcTVVLLuYp9hunNrPaP2V+Hur/GDNoEYWtm5Zpc43HRG5lAAAAAAAAAACRtxZqW2fBSfxiUVxjcp/P6WUT8sptdXXGj2eVFUsd7Wu9nUun8ufeXIhjUb/V3qltjy0N55R/Tnq+BCWShx1SauXTc9PWHR93n8c/ADY3RadO+x04sH7+FDJk+H/QjxW6Vx9c3Qm1mAAAAAAAAAACPt6TjO2x4tr9ZRM92cLlP5/S2iPlnrm1OrZciHmH5MB+GXsfyHMfe50cWl3J9Z3DfuSUV8jJoH0ohbpXG6E2swAAAAAAAAAARt4Fmdrjwbf8AdEzXY/0p65LbfDPXNqvLbwsl6GDs9PicROqpOWp4qyxn2Zxj0Azc8Pr0fgBsbrR02VRec2/izLoX048I9nekcS4bFAAAAAAAAAAASNuvE7b1yvjEz3eOnrktt8M9c0ivONaFSjOFRKWY5jGaftT0+he5ffGk+fDm/VQm/wDUhLG6UZ3UaslXUsp41TUcxTxlYx4+8IVt2f3Oa8nj5mXQ5xtx4R7LL/EsmxQAAAAAAAAAAEvbWz5Xs7SpDU+BU1Yj49PoV10ZsO6XdFWGKfUtbmaXE2RXqYbwnOk/nIZ6uz6w6yx2o9Xx2Ks3z2HV6Y5uj/2M9XZ9YRljte7NCzuacVGns6pCDfSM6fLPX8RGsqnZknzj/qcsdqPVu7C2dPZ1GvGbb4lTVFSxlLCXPBFm1q6cqLtzPOKoXKwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAf/2Q==",Arran Sherry Cask - The Bodega,Sherry Cask - The Bodega
Scapa,https://www.whisky.com/whisky-database/details/scapa.html,16 Years,40 % vol,3.9,113,./Bottle Search - Whisky.com_files/csm_Scapa_16_cb03ac5ad5.jpg,Scapa,
Cardhu,https://www.whisky.com/whisky-database/details/cardhu-1.html,15 Years,40 % vol,3.9,113,./Bottle Search - Whisky.com_files/csm_0_c95cee_cardh1500_aw_38e78c5706.jpg,Cardhu,
Benriach,https://www.whisky.com/whisky-database/details/miniatur-benriach.html,16 Years,43 % vol,3.7,113,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQEASABIAAD/2wBDAA0JCgsKCA0LCgsODg0PEyAVExISEyccHhcgLikxMC4pLSwzOko+MzZGNywtQFdBRkxOUlNSMj5aYVpQYEpRUk//2wBDAQ4ODhMREyYVFSZPNS01T09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT0//wAARCAC7AHgDASIAAhEBAxEB/8QAGgABAAMBAQEAAAAAAAAAAAAAAAMEBQIBB//EADIQAQABAwMBBAgGAwEAAAAAAAABAgMRBBIhExQxQZEFFSIyM1FhgSNScbHR8CRCcpL/xAAZAQEBAQEBAQAAAAAAAAAAAAAAAgMBBAX/xAAoEQEAAgECAwgDAQAAAAAAAAAAAQIRAxIEITEiM0FRcZGh0TJhweH/2gAMAwEAAhEDEQA/APpwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAra/Vdj0/WmjdGYjE1Y7/qqetZ7TFnpxmZxjfGfLvRbUrWcTKorM9GoKvo/Wdts1XOnFGKppxu3LSomJjMJmMADoAAAAAAAAAAo+l7F7UaPZY5q3xM8xHDN7Dq/WMX501eyJzjdGP3bWrqrp09XSqppr7qZqpzEfrGY/dU6ms7Xt6ml2d3w6s483k1raUX7U8+TWm7HJ76G0t7S6aui/GJqrmqIznENBDpJrnT09WuK6/GqmnbHlmUz0aWNkbeiLZzzAFpAAAAAAAAAR6icWp+vCL22Vm3k7EZnCtqb9NU4j3YnzVouVboqjOcldVce7snnumccOd92Ixsomf8AuIfH1tHVvfdM/E/T1UxELemvRTOP9ap8pXWTTXVNURtjE9/tx8/k0rE5tR9OHt4SbU7Fufv/AFjqRHVIA9zIAAAAAAAARan4X3SodV8L7seI7q3oqvWFTp0RY6929atUZxM10xiOcRzMuuhbiZ/Hs8TifZj+Xn4N3SzptRYm7RNWZpxExPtZjxQervRWYn1XRG3iI2REeWXcQ0rtxzmfZYqsxTam7Rct1xE49mn64nnK1p/cmPqqx0bOkp02n082bcTG2mIiIjnPzW7PdJERvif0iyQBqgAAAAAAAARan4f3SotT8P7seI7q3oqvVn126LsYuURVET4o+x6Xn/HtcxifZ74/sQ7uXNm3btrma9tdOds00/PnifDh1vo/PR/6gW8t2rdrMW6KaImczEeMtK1HE/3wZM3rnaqbdFiKrc7c3erTx359nv4482ta92Xa/kmzsBqgAAAAAAAAQ6ri190zi7bpu0ba6YqjOcT3M9Ws3pNY8Xazicsu5TMzNVF6YqzHE1zt8nEW7uI/Gpnj89X8NXZPjTT5venPhEebCK63jMe0/a90eTNt0zmnfczVEziIrnH3y0tPVFdvMZxnxiY/c21d22Mfq7pjEYa0raJzafj/AGUzOXoDZIAAAAAAAAAAAAAAAAAAAD//2Q==",Benriach Benriach,Benriach
Benriach,https://www.whisky.com/whisky-database/details/benriach.html,16 Years,43 % vol,3.7,113,./Bottle Search - Whisky.com_files/csm_0_db620d_benriach-16-year-old-whisky_bba55640b2.jpg,Benriach,
Benriach,https://www.whisky.com/whisky-database/details/miniatur-benriach-1.html,16 Years,43 % vol,3.7,113,"data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wBDAA0JCgsKCA0LCgsODg0PEyAVExISEyccHhcgLikxMC4pLSwzOko+MzZGNywtQFdBRkxOUlNSMj5aYVpQYEpRUk//2wBDAQ4ODhMREyYVFSZPNS01T09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT09PT0//wAARCAC7AHgDAREAAhEBAxEB/8QAGwABAQACAwEAAAAAAAAAAAAAAAUDBAECBgf/xAA3EAACAQMBBgMEBwkAAAAAAAAAAQIDBBEhBQYSMUFREyKBYaHB0RQjQnFykfAyNENSU2KSscL/xAAYAQEBAQEBAAAAAAAAAAAAAAAAAgMBBP/EACERAQACAQUBAQEBAQAAAAAAAAABAhEDEiExUUEToXHw/9oADAMBAAIRAxEAPwD6cAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAef3vu7i0saEre48HiqYbU1HOncm3Sq9pULu8lRUntL7OdKtST90cGe5eFDdC9urqV7C4uHWhT8NwbbeM8WdWk+iKpOU3jD0pogAAAAAAAAAAAACJvPYu7taM1WlT8Gbfl5vK7nJru4dicPPV7PaVJNxucxUefj1NPTiObFb1jc+0nThdXUqspRquMFFvLXDnn/kcpGOS8/HpC0AAAAAAAAAAAAATtuSUbDzNJOaWvqMxHMmM8Qk1ZwqUpcDk/L/Tl8if1p6v8ref2FDdmEqezpwmsSVV6eiFZzDlu1cpIAAAAAAAAAAAAEXeRO4s4W9N/wAROb6JLOhnqWxC6RymUkuTWuMHn3NcLOxlKlTqRnjE55i1y5JY9x6NOeGV45VDRAAAAAAAAAAAANPaV07eFOEHidWWE+y6v9dyL2xiPVVjKNXqUXJOU6km84f3GGpbSr3M85/n/f1pXd8wxRlbprE5atImLaHGJnl3N/Gxb1aUZLw6zUpLRZ5+hpT8ZmIrbmUzNscwq7Mu3d0JceOODw8dexppWm1eU3riW6aIAAAAAAAAAACHvFKULiwkn5XOUZLph4MtSMzH+tNPqWJwb5zn7vkbyzdfD/ul7vkcxHjrmNPhaw5adNPkK1iOoJnLY3bbdO64s5VTHsxjoY6NcQvUnMrRqzAAAAAAAAAACLvDh1LGD5urn8sMi/cLp9adxbVa1WE6d3UoxjHDhHOJeZPXVdFg1Qx/Qa2ZN7Ruc4wsPGHpq9deT7cw6z21GdGnwVKzq6ppyTzyS7vtn1Dje2ClGlVx14H+cURDsqp1wAAAAAAAAAAIW8P79s38U/8Aky1O4aafUu2DeWblweM4YdcJeZfeHGbYDzRreySj+SwZ1VKqUkAAAAAAAAAAIe8Mc3ezX2qS+BlqfGmn1LNjEvabs2vCytac1OnbU4Ti204rGr5h1mUdVnHNde70DjtsBYo1/wAafuM6qsrFJAAAAAAAAAACVtmKlcWS6xm5f6XxRnqfF0+sFeUY1oVK1CUXTlJU6jSS1WH9vk13+82RDh3K08q1WecF0/GHXWNvRr3ULh20ZTU45qro4/s5xLpxPoBS2bBQVVKOFleuhP1xugAAAAAAAAAADTvrSdxWozi8KnnKzhvOOvoTasW7diZjpj8K7lnioW/s8+fgd3W8MR64+j3Ov1Nt7P1g7ukxHrqqN7FYjQt0uym18BunwxHrdtYVIQfiKKb/AJdQ4zAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAB//9k=",Benriach,
Tomintoul,https://www.whisky.com/whisky-database/details/tomintoul-4.html,16 Years,40 % vol,3.6,113,./Bottle Search - Whisky.com_files/csm_0_f1b423_tomin1600_aw_03c38c3a5e.jpg,Tomintoul,
